artist_name	track_name	release_date	genre	lyrics	topic
glass animals	pork soda	2016	pop	pineapples head brain dead pineapples head brain dead south take hand past prison seafront climb edge take plunge laugh like come ache instead come look please climb edge jump pineapples head pineapples head brain dead brain dead somebody say  slum know belong maybe  dumb maybe maybe  scum lyric commercial	dark
ziggy marley	see dem fake leaders	2018	reggae	fake leaders place power religion politics rid wave fear start fire care make enemies friends kill thousands hundreds tens lead world peace prosperity fake leaders explain real quick trick miss matter think fight profit look people lead world unity see good humanity rule bastions supremacy ideologies bigotry people live bubble people live wall people take grant people take advantage lead world peace prosperity yeah lead world unity fake leaders place power religion politics rid wave fear start fire care make enemies friends kill thousands hundreds tens lead world peace prosperity	personal
dorothy	on my knees	2018	blues	climb pedestal babe tell time work emotionally rest crawl heart company crush soul lose mind yeah body explode like sound lips feel half  hell yeah knees hell yeah knees self esteem practically radio active chart right nuclear stand room thousand degrees hotter emotions like trick expose illusion come sexy grupo loca chico fino pretend baby breathe hell yeah knees hell yeah knees taste good wanna baby turn light dirty sheet gonna catch come hell yeah knees hell yeah knees sell single understand baby ask like  like baby emotional  emotional want  straight baby shake shake shake baby shake shake shake vegas cause famous hell yeah knees hell yeah knees baby shake shake shake baby shake shake shake	dark
kongos	something new	2019	blues	maybe hold tongue talk word come come wonder point miss rise wall trust fall wanna hear want truth want real wanna hear want truth want real know tear lose turn lips move sound maybe idea head clear rise wall trust fall wanna hear want truth want real wanna hear want truth want real rise wall trust fall wanna hear want truth want real wanna hear want truth want real	dark
bryce fox	horns	2017	rock	heart hole black soul hand heart till scar try breathe cause feed  touch like cause girl hide horn blood cold heart stone keep alive beast bone get want get like little horn little lyric commercial	dark
rorystonelove	suit & tie	2017	reggae	afraid study understand color picture crayon punish change helpless moments pray scar struggle understand try better bicker end gonna end cause paralyze scar leave paralyze afraid leave paralyze scar leave paralyze afraid pair lie feel insides bubblin cause know comin know things goin know sign showin scar leave paralyze afraid leave paralyze scar leave paralyze afraid pair lie afraid leave paralyze scar pair lie afraid leave paralyze scar	sadness
i dont know how but they found me	choke	2018	rock	stop drop drag place lock escape break pretty face yeah yeah clever little things sycophantic teens precious basket yeah yeah shut dirty mouth burn wouldn hesitate smile suffocate fine lovely time surely bite tongue choke sleep yeah yeah want money talk idiot savants yeah yeah shut dirty mouth burn wouldn hesitate smile suffocate fine lovely time surely bite tongue choke sleep shut dirty mouth burn wouldn hesitate smile suffocate fine lovely time surely bite tongue choke yeah yeah	dark
michael franti & spearhead	love will find a way	2016	reggae	go away go away go away go away song kinds people cities streets synagogue mosque steeple ugly good evil shoot bullets shootin needle try illegals get trap concrete wall try equal today little little help feel like cloud smoke gun bomb world fall knees pray today hold hold cause go away go away go away go away bear hat person world put poison learn hate person learn brother sister mother mister join universal nation communication communication nation worldwide worldwide today little little help feel like cloud smoke gun bomb world fall knees pray today hold hold cause go away go away go away go away go away go away go away go away woman child go away color nation style create liberate celebrate go away hate peace peace peace peace peace	sadness
elton john	never too late	2019	rock	late turn things recover unravel path confound doubters losers line despair tell go late late late track think sadness important weight late late fight fight late night late late break away time start fast time friends long start lyric commercial	lifestyle
brad paisley	today	2017	country	sit traffic afternoon bore death wait room gonna close eye picture today brush hair eye keep fall feel like luckiest alive today know tomorrow right world feel right memory like today rest life know like life change quick kiss miss today know tomorrow right world right memory like today rest life season change time go hair grey know sure gonna beautiful today bring tomorrow today bring tomorrow today bring tomorrow right world right bring tomorrow memory like today rest life	personal
disperse	bubbles	2017	jazz	look bubble grind unsure shape eclectic dream domain whiles quietly look take gravely say grind unsure stay lungs need fillin rainproof distant spawn ignore get hard doubt breathe tragic exploration selftrust stay lungs need fillin rainproof distant spawn ignore get hard doubt breathe tragic exploration selftrust	sadness
florida georgia line	wish you were on it	2016	country	holder loose change cellphone vibrate wish road place fade double yellow line wish little right rushin runnin house want tear face drop key hardwood floor kiss like kiss girl swear know wish wish wish park spot sycamore flood light porch wish door stair post wish little right rushin runnin house want tear face drop key hardwood floor kiss like kiss girl swear know wish wish wish heart need unbreak know little right rushin runnin house want tear face drop key hardwood floor kiss like kiss girl swear know wish wish wish	sadness
the weeknd	a lonely night	2016	pop	weeknd rockin schulz guetta shed light feat cheat cod flume trust feat manfredi pitbull feat drum snake feat bieber tiësto aftrhrs weeknd geazy calum rhythm inside shade touch feat ashanti helpless feat rule weeknd sidewalks feat geazy bone marrow feat breathe echo feat izii legend know better dvbbs go home feat koka weeknd lonely night halfway house dead feat møme feat merryn jeann bone human acoustic land sweet melodies want rationale prodigal overdrive feat weeknd feet suede remix feat savage dead night slushii morphine swear black rabbit wyld tomorrow feat kingdom know teammate belong kita damage sign language legend feat brave isac funk remix klangkarussell ynnox remix solveig place feat wroldsen maeson cringe peak strip beyoncé chicks daddy lessons roll stone ride skin runaway fisher welcome feat linmanuel syke party hippo campus monsoon rabbit flame easily taku wafia somebody poté remix goldfish deep night feat thug esso kick jump twist unlike pluto feat desi tong porcelain	dark
black mountain	space to bakersfield	2016	blues	space bakersfield listen will able hit digital space bakersfield space bakersfield listen listen space bakersfield space bakersfield listen listen	lifestyle
kurtis blow	basketball	2019	hip hop	chours play basketball basketball play basketball basketball rap basketball number blow basketball favorite sport like dribble court like microphone malone like slam dunk hoop favorite play like pickandroll like giveandgo cause basketball mister blow chours lyric commercial	lifestyle
sturgill simpson	all around you	2016	country	days shine like world afraid life unkind pain choose cause time slip away sky fall apart hard universal heart glow flow nights forever like longlost know heart long go cause bond eternal inside grow show cause time slip away sky fall apart hard universal heart glow flow	sadness
daya	hide away	2016	pop	boys like girls laugh ones undress second date girls like boys appreciate money time take mother eye right guess know come tonight good boys hide away hide away good good girl need little company look high know good boys hide away hide away boys like girls like kiss tell talk things put time take mother supply heart demand suit cause undercover gonna save life like superman good boys hide away hide away good good girl need little company look high know good boys hide away hide away tell good boys tell good boys tell good boys somebody tell tell tell good boys tell good boys tell good boys tell good boys good boys hide away hide away good good girl need little company look high know good boys hide away hide away hide away hide away hide away hide away look high know good boys hide away hide away	sadness
a tribe called quest	conrad tokyo	2016	jazz	tokyo sapporo pistachio mash dawg sabbatical watch nixon  politicians politic  gwaan  trump hilarity troublesome time time comedy blood clot bullshit spew country ruin lieu mumble fumble swear greatest online debate different haters end hiatus dog look food nucleus toleration devastation hunger nation obama nation coroner crook face blue lace color embrace song revelation reverends cattles race devil demons deuteronomy fumigate economy lluminate break dream manifest insanity look sayonara tomorrow blood grind tokyo sapporo pistachio sayonara tomorrow blood grind tokyo sapporo pistachio sayonara tomorrow blood grind tokyo sapporo pistachio sayonara tomorrow blood grind tokyo sapporo pistachio sayonara tomorrow blood grind tokyo sapporo pistachio tokyo sapporo pistachio tokyo sapporo pistachio tokyo sapporo pistachio tokyo sapporo pistachio tokyo sapporo pistachio tokyo sapporo pistachio tokyo sapporo pistachio	dark
dispatch	daft alchemist	2018	reggae	hear mountain stay give months wish year things go fine like run time march world world world dare world world go half crown go gonna melt go stay burn learn think know blow smithereens change world world dare world world go half crown go gonna melt world world dare world world go half crown go gonna melt go stay	personal
the delta saints	are you	2017	blues	talk sleep space daylight dreamers say daylight dreamers hear voice head whisper things wish say hear voice room call leave ask come soft dark daylight bring city head find rest ghost liar daylight dreamin daylight dreamin hear voice head whisper things wish say hear voice room call leave ask come soft dark daylight bring come soft dark daylight bring	lifestyle
breaking benjamin	tourniquet	2018	rock	starve pain crave learn hate drain blame dead cause want live inside hell break tourniquet suffocate lyric commercial	dark
grandson	6:00	2018	rock	difference share rain rain gotta sink swim go hashtag bodybag shoot chest hashtag bodybag breath reciprocity stand yesterday turn scream breathe hold hand high strike strike body drop lyric commercial	dark
gary clark jr.	don't wait til tomorrow	2019	blues	tire fight tire wrong hate cry wish right wrong bout girl friends tonight forget tonight forget light keep stop think entire life go wrong wrong sleep tire hide know tire sleep think right work hard come home bout girl friends tonight forget tonight forget light keep stop think entire life go wrong wrong sleep light keep stop think entire life go wrong wrong sleep tomorrow tomorrow know tomorrow tomorrow know tire fight tire wrong hate cry right wrong bout girl friends tonight forget forget	lifestyle
skillet	save me	2019	rock	place see like help darkness world know stop reachin light reachin inside help tonight closer edge tonight standin ledge reach hand save save save tonight damage dare tonight feel like care come save save save waitin save peel skin expose pleasure pain stop tell suppose easy open help reachin light reachin inside help tonight closer edge tonight standin ledge reach hand save save save tonight damage dare tonight feel like care come save save save waitin save reachin light reachin inside help tonight closer edge tonight standin ledge reach hand save save tonight damage dare tonight feel like care come save save save tonight closer edge tonight standin ledge reach hand save save save waitin save	personal
kongos	tomorrow	2019	blues	sit wait fall watch till leave wait stay till control watch tell tell plan sit wait fall toll tomorrow time borrow easy eye deceive tomorrow word hollow word leave lie believe tomorrow tomorrow sleep sleep smile heart break free awake watch wheel break cause peace selfmade free awake sit wait fall watch till leave wait stay till control watch tomorrow time borrow easy eye deceive tomorrow word hollow word leave lie believe tomorrow tomorrow sleep sleep smile heart break free awake watch wheel break cause peace selfmade free awake	sadness
imagine dragons	birds (feat. elisa)	2019	rock	hearts valve pumpin blood flood body live life stickin lettin makin right season change life grow change temporary slide know bird different directions sunsets sunrises livin dream watchin leave changin season nights think relivin past wishin wishin dreamin season change life grow death hard hard hard temporary slide know bird different directions bird different directions high high moon lookin shinin light grind flyin cast know bird different directions bird different directions high high high high high high	personal
hippo campus	monsoon	2017	rock	days pine arm brush unlike copious death precipitation heart head rest youth away pending curvaceously cause sunburn skin agree pleasure good pleasure sound chin hold shut heart talk louder mess like pool days spend cross sunday school july monsoon monsoon monsoon come heavy golden monsoon monsoon monsoon monsoon monsoon monsoon monsoon monsoon monsoon monsoon monsoon	dark
weathers	happy pills	2016	rock	pills time time time girl lalalalalala lalalalalalala lalalalalala lalalalalalala house wanna hang bedroom lose apathetic away pills time time time girl lyric commercial	lifestyle
elton john	are you ready for love?	2017	rock	catch wish special free sing song think listen write symphony paint masterpiece ready ready ready ready ready ready like shine lyric commercial	lifestyle
vendetta beats	pharaoh	2017	hip hop	fear struggle halfway journey eye burn slow wish time world come fear fear life long roadblocks high wall teardrops stand bloodstained stock crash mistake heartbreaks stand run afraid thrill speed brake cause wall things right eye fear fear life long roadblocks high wall teardrops stand bloodstained stock crash mistake heartbreaks stand fear fear come remember dream need feel life long roadblocks high wall teardrops stand bloodstained stock crash mistake heartbreaks stand life long roadblocks high wall teardrops stand bloodstained stock crash mistake heartbreaks stand	dark
minthaze	sympathy	2017	jazz	fuel desire turn adrenaline crash crack head nitro junkie paint dead plus black white horse warhead  whiteknuckle tight black white burn fuel pump engines burn hard loose clean burn churn direction quench thirst gasoline fuel desire turn bone swallow future spit home burn face chrome yeah corner join crash headlights headline junkie live fast yeah live fast fast fast burn fuel pump engines burn hard loose clean burn churn direction quench thirst gasoline fuel desire yeahheh white knuckle tight fuel burn burn desire burn burn fuel pump engines burn hard loose clean burn churn direction quench thirst gasoline fuel desire	dark
blackbear	1 sided love	2019	pop	busy talk hear sayin high realize smile fakin overrate change heart breakin onesided onesided onesided time time time try work onesided onesided onesided notice perfect think idea real thing heart break busy talk hear sayin high realize smile fakin overrate change heart breakin missin change maybe change swear lettin lettin hard onesided onesided onesided notice perfect think idea real thing heart break busy talk hear sayin high realize smile fakin overrate changin heart breakin heart breakin heart breakin heart breakin heart breakin	sadness
foresta	believe	2016	reggae	welcome fortress tall time impossible break wall steel strong bank rule world instrument sight star possibly see hangar know foreign life form inventory suspend state cryogenics selective amnesia story believe foretell suspect military intelligence word combine sense possibly see hangar know	personal
iron & wine	call it dreaming	2017	rock	piece fall place rain softly kiss face wind mean run sleep come drift dream weep sing break hearts strong cause music warmer blood follow hear hollow light give lose live sink fast night know long suppose time live ease away leave piece fall place fear cause feel fine betray water hide burn forgive hand hurt heal laugh reason cause sink fast moon body shin glass time live ease away leave	sadness
anita baker	whatever it takes	2017	jazz	tell baby best friend like bring wonder happen trust believe need feel like stand heart hand help door anybody baby hurt heal pain hurt take baby take smile take feel good baby moment spend near rule pain miracle soothe hurricane move explain burden heavy hold come want know feel like will able baby open door everybody baby hurt heal pain hurt anymore take baby take smile take feel good baby	sadness
matt maeson	put it on me	2018	rock	hang high blame blame street pain cold inescapable proof evil life truth revival begin genocide watch wonder cold inescapable proof lyric commercial	dark
joey alexander	draw me nearer	2018	jazz	crazy go easily turn feel like wake hell cause mood change change like season watch need reason yell suck watch drain start kiss hug laugh live yeah wrong lead push shove cuss throwin round things write song kill suck watch drain fight cry finish fight cry finish kill suck watch drain admit wasn deserve simply ask time learn care hurt burn will walk hold thing baby go fight cry finish fight cry finish kill suck watch drain feel like gotta build bridge climb tear baby cause losin biggest fear listen listen cause sing heart wanna love hard fight cry finish fight cry finish kill cause suck watch drain fight cry finish fight cry finish kill cause suck watch drain	dark
thank you scientist	life of vermin	2019	jazz	sidewinder fool liar goon aware forth truth follow divide conquer backslider time taste defeat backslider face money evil think people pile gold number counterfeit hate spit high inside tower watch world burn feet bury head deep grind deep grind better understand life vermin fail notice lose touch look scar afraid laws order coward time taste defeat coward face pile gold number counterfeit hate spit high inside tower watch world burn feet perfect close heart tire  right thing obedient subordinate fight live bastards crack smile squeeze blue whisper fear ears ears zombie mindless undead army rise crazy spirit leave inside beast hide crazy surrender battle battle crazy spirit leave inside beast hide crazy surrender battle battle perfect close heart tire  right thing obedient subordinate fight live bastards crack smile squeeze blue whisper fear ears ears zombie mindless undead army rise	dark
louis the child	better not (with wafia)	2018	pop	gettin dolled sequin dress highest heel like muddy blue jeans river bank reel tuck tight book hand dance downtown kick depend night alright sittin home depend night halfway fifth patron make mind better hold tight best ready depend night depend night county road cruise control fast vinyl record spin playin journey cash need space beg stay depend night alright sittin home depend night halfway fifth patron make mind better hold tight best ready depend night depend night know know gonna depend night depend night depend night alright sittin home depend night halfway fifth patron make mind better hold tight best ready depend night depend night	lifestyle
killswitch engage	know your enemy	2019	rock	resist lose uncertainty divide strife comprehension conflict live enslave technological haze crosshairs weapon dissuade brain target sight mental imprisonment inside inside selfdestruction command resist fight mind attack destroy authority know enemy protest demonstrate retaliate know enemy yeah lock load wait explode explode pawn illusion subjugate control resist fight mind attack destroy authority know enemy protest demonstrate retaliate know enemy run deeper think pull string know know enemy forcefed illusions world confusion know know enemy target sight resist resist fight subjugate mind free forcefed reality resist fight mind attack destroy authority know enemy protest demonstrate retaliate know enemy inside resist fight know enemy	dark
dan auerbach	stand by my girl	2017	blues	blue plaid shirt come knockin know come know probably gonna hurt anybody answer door believe stay floor gonna stand girl think gonna stand girl kill say kill shoulda mess shoulda go ahead fessed gonna look good dress funeral sure look beautiful gonna stand girl think gonna stand girl kill say kill girl eye come realize wanna live livin gonna stand girl think gonna stand girl kill gonna stand girl think gonna stand girl kill say kill	dark
mumford & sons	fool you've landed	2016	rock	wazuza moyo wanga tsiku zatopa zapita makol anga downtown head high rise eye naive skyline lie mind eye matter matter cold matter toothless matter heart suddenly useless fool land fool home taona moyo wako ulibe chisoni chomwe mtima wako chabechabe amaze hold gaze long downhome heart skirt undo stand home know eye matter matter cold matter toothless matter heart suddenly useless fool land fool home usandiyese usanditole usandinyoze usandiyese usanditole usandinyoze usandiyese usanditole usandinyoze usandiyese usanditole usandinyoze	sadness
i am they	scars	2018	rock	wake sunrise look open eye darkest water deepest pain wouldn trade cause brokenness bring wound story thankful scar cause wouldn know heart know tell forever thankful scar lyric commercial	sadness
khalid	therapy	2017	pop	fall trip drug take need therapy need therapy mean come aggressive pass message yeah cause head think lose mind time cause fall trip drug take need therapy need therapy relationships overrate lovers say need therapy need therapy fiendin fiendin lalalalalala needin needin lalalalalala fiendin fiendin lalalalalala needin needin lalalalalala impression interest feel keep want cause fall trip drug take need therapy need therapy relationships overrate lovers say need therapy need therapy fiendin fiendin lalalalalala needin needin lalalalalala fiendin fiendin lalalalalala needin needin lalalalalala	sadness
all them witches	1st vs. 2nd	2018	blues	countin second versus second countin second waitin long time time countin second versus second countin second waitin long even time even even time even	lifestyle
a r i z o n a	summer days	2018	rock	know party friends go date hide girl diamonds champagne tonight downtown cause uptown boys understand dance cold nights feel like summer days cold nights feel like summer days cold nights feel like summer days know play hard game hard play post picture go go holiday tonight downtown trade diamonds champagne chardonnay dance cold nights feel like summer days cold nights feel like summer days cold nights feel like summer days cold nights feel like summer days dance cold nights feel like summer days	lifestyle
radiohead	true love waits	2016	rock	drown beliefs baby dress like niece swell feet leave leave live kill time tiny hand crazy kitten smile leave leave true wait haunt attics true live lollipops crisp leave leave	sadness
p!nk	"just like fire (from the original motion picture ""alice through the looking glass"")"	2016	pop	feel safe inside wall fortify wall fall like jericho build layer stone stone build high enemies grow dark earth tremble unhappy end final fantasy feel safe inside wall fortify supremacy imply dare overthrow arrogance justify selfimportance amplify wall fall like jericho enjoy wall fall like jericho look feel profound impress false humility descend grind rise unhappy end sense deity feel safe inside wall fortify supremacy imply dare overthrow arrogance justify selfimportance amplify wall fall like jericho lonely throne oblivious frailty erupt grind open wide unhappy end life glorify life glorify feel safe inside wall fortify supremacy imply dare overthrow arrogance justify selfimportance amplify enjoy wall fall like jericho wall fall like jericho enjoy dododown wall fall like jericho	dark
post malone	spoil my night (feat. swae lee)	2018	pop	come spoil night feelin come play thinkin happen time spoil night spoil night spoil night night spoil night spoil night necklace natural glow dancin strobe  spoil night spoil night spend cash lose toxic take robe yeah couldn drop plenty money thighs plenty room ride like small take life spoil night spoil night spoil night night spoil night spoil night come spoil night spoil night feelin come play thinkin happen time yeah walk party like know spot mama wall jabronis point bring bring face beautiful boobies diamonds teeth teeth smilin think like jumanji jumanji time postmate plan whippin phone know know  videos post everybody gram gonna know girl home line blow yeah know doin right need spoil night need need spoil night spoil night spoil night night spoil night spoil night come spoil night spoil night feelin come play thinkin happen time yeah spoil night spoil night spoil night spoil night spoil night spoil night	lifestyle
the bones of j.r. jones	hammers and nails	2016	blues	sing song holler scream fruit bleed fruit bleed dirt tell dirt tell hold heart bury shovel rumour spell rumour spell hold tongue bury rope hammer nail hammer nail hammer nail hammer nail bury bury bury bury bury bury bury bury woah woah woah woah woah woah woah woah woah woah woah woah woah woah woah woah sing song holler scream fruit bleed fruit bleed hold tongue bury rope hammer nail hammer nail	dark
young mc	bust a move	2019	hip hop	world world world world world world world world lyric commercial	personal
brothers osborne	it ain't my fault	2016	country	blame whiskey beer blame beer whiskey blame mornin night lyin blame band blame band song blame song party go night long fault fault mighta little wrong fault blame heart hurtin blame hurtin heart blame dark devil blame devil dark blame drinkin blame drinkin blame tequila happen fault fault mighta little wrong fault hand need alibi witness testify mistake wrong guilty  good time fault blame raisin blame raisin blame lack know better public education blame smoke blame smoke blame fight bouncer couldn joke fault hand need alibi witness testify mistake wrong guilty  good time fault fault fault	sadness
дэфолиант	валуев	2016	hip hop	feel wall fall feel lose feel sweetest sound feel feel burn mind overdrive lose focus vision blur time line mistake cause know crave wanna control path take wanna feel wall fall feel lose feel sweetest sound feel feel feel feel face fear run feet firm grind sail ocean call land unfound mistake cause know crave wanna control path take wanna feel wall fall feel lose feel sweetest sound feel feel feel feel ohoh give ohoh feel ohoh give ohoh feel feel	emotion
american authors	what we live for	2016	rock	drive beatup caravan color blue remind eye place tether leather search better view interstellar take take live baby open road wind blow right great unknown throw hand window live look star perfect night dream retro radio favorite tune pedal metal laugh interstellar take take live baby open road wind blow right great unknown throw hand window live oooh live oooh live yeah live live live live live live live take oooh take oooh live baby open road wind blow right great unknown throw hand window live live oooh live oooh live oooh live oooh live oooh	personal
birdtalker	heavy	2016	pop	lose lonely figure dark good cause lonely yeah lonely want sadness want share want bleed blood want want leave heavy heavy lyric commercial	sadness
soja	more	2017	reggae	yeah money like dollar friend human race animal food plate brother reason hate family little treat rest aren people trust government plus trust steeple knees equal say dream dream yeah treat daughters like sons tell live look leave tell truth reason makeup tell believe years girls free vote tell prostitution turn sister beautiful disaster happen say dream dream stop dream dream slower like season believe slap leave reason right time leave bleed leaders leadership need bible learn speak instead preach like brother like instead heathens world beautiful place world beautiful place world beautiful place world beautiful place earth beautiful world live	personal
muse	pressure	2018	rock	trap wall solution exit grind pressure grow exponentially try speed change oscillate hit grind sprint fall tune pressure build pressure build pressure build push push grind longer bind stop choke lyric commercial	dark
rebelution	take on anything	2018	reggae	good good suffer goodbye hello stand tall little rediscover expect different cater feel need society forget cause wanna hold feel want like want change fact tonight change ways get true free rein remain tomorrow drain energy expect differently function efficiently essence agree rediscover mean free high selfesteem degree know feel liberate feel healthy feel time tell mould expect different cater come away feel sane contain ready wanna hold feel want like want change fact tonight change ways get true free rein remain tomorrow	personal
samantha fish	hello stranger	2017	blues	hello stranger good long like mighty long time like mighty long time stop hello remember like mighty long time like mighty long time gonna stay treat like like mighty long time like mighty long time good long long know know good baby long like mighty long time like mighty long time	lifestyle
kacey musgraves	the wurlitzer prize	2017	country	hello friend long play outside pour rain road start live dream mind ache lord stop happen live life drop road wear shoe talk good things sing blue go stay know matter time live dream mind ache lord stop happen live life drop waste time alive today churn past easier time mean good walk friend live dream mind stop ache happen live life drop happen live life drop happen live life drop	personal
moose dawa	nomatter	2018	jazz	eye awake night convince fine alright drift drug keep high catch fall ask stand driftin driftin feel comin eye right feelin somethin eye right right right right tell hold inside tell backstreets mind lonely child teary eye keep driftin oooo keep driftin feel comin eye right feel somethin eye right right right right hand hold hand ooooooo cause feel comin eye right feel somethin eye right right right right right right right	lifestyle
grandson	war	2018	rock	philosophy choose race superior inferior finally permanently discredit abandon east lyric commercial	personal
john surman	autumn nocturne	2018	jazz	girl tap toe nervous cry hallelujah wipe tear sleeve coat dry eye spill cola give frown turn girl need superhero walk pull real close break heart thing girl need superhero like hand smoky window say save burn build like corner darken helpless world villains tire run away come save girl need superhero walk pull real close break heart thing girl need superhero girl need superhero girl need superhero step step step girl need superhero walk pull real close break heart thing girl need superhero girl need superhero walk pull real close break heart thing girl need superhero girl need superhero everybody need superhero world need superhero	sadness
nate dogg	backdoor	2017	hip hop	days lonely days lonely nights cold nights cold rain start pour rain start pour home home baby baby know know lately lately lemme backdoor backdoor meanie walk door meanie like dont want thang play game bore chores slave days lonely days lonely days lonely nights cold nights cold lyric commercial	sadness
danielle nicole	save me	2018	blues	songwriters mcgough parsley work morning path lake tender hearted woman poor halffrozen snake pretty color skin frost poor thing cry aand care tender woman heaven sake tender woman sigh snake wrap cozy comforter silk lay fireside milk hurry home work night soon arrive pretty snake take revive tender woman heaven sake tender woman sigh snake clutch bosom beautiful cry hadn bring die stroke pretty skin kiss tight instead say thank snake give vicious bite tender woman heaven sake tender woman sigh snake save cry woman bite know bite poisonous gonna shut silly woman say reptile grin know darn snake take tender woman heaven sake tender woman sigh snake tender woman sigh snake tender woman sigh snake	emotion
uncle kracker	songs about me, songs about you	2019	country	movin highway turn finally folks home finally million dollars spend fast come lie thankin songs songs songs money booze songs regret cause write songs like write songs like hear radio hole soul get away fast hourglass high wind strong long like right repeat song rally cajun tell away word tell love forever lie hear bold days goin ways pack moan go right away belong song long song play repeat write songs like	lifestyle
the 1975	i like america & america likes me	2018	rock	scar die liar quiet scar die require skin desire designer liar help skin desire require help scar die fine fiver young city belief say listen listen miss bleed know young city belief say listen listen miss bleed know council list kinda miss designer unite pariahs liar help kid want rifle want supreme require help scar die fine fiver young city belief say listen listen miss bleed know young city belief say go designer liars help skin desire require help scar die fine fiver young city belief say say say	dark
lady antebellum	somebody else's heart	2017	country	think resistant position yeah road lead lovers friends park outside party know wish heart borrow tomorrow cause start tonight gonna kiss lips gonna hold arm throw shadow dark better judgement wish somebody heart somebody heart somebody heart wish feel fall grind wanna feel buzz get closer hangover round tonight gonna kiss lips gonna hold arm throw shadow dark better judgement wish somebody heart somebody heart somebody heart somebody heart wish heart borrow tomorrow tomorrow tonight gonna kiss lips gonna hold arm throw shadow dark better judgement wish somebody heart somebody heart somebody heart somebody heart somebody heart somebody heart	sadness
clairo	4ever	2018	pop	things aren simple call wonder change look think differently gonna change gonna feel forever gonna count gonna change gonna feel forever gonna count count ononon ononononon ononon ononononon ononon ononononon ononon ononononon things fade think date understand word say know away hold tight squeeze right tell want bedroom sing little song hold tight squeeze right morning coffee talk gonna change gonna feel forever gonna count gonna change gonna feel forever gonna count count ononon ononononon ononon ononononon ononon ononononon ononon ononononon	personal
ronnie earl	southside stomp	2017	blues	wake morning feel good feel good best wonderful feel express wanna share feel mountain enjoy morning mountain have mountain till even come mountain pleasure feel freedom feel feel feel mountain clean water flow mountain cool wind blow mountain snow mountain glow feel power feel feel feel soul sweet sensation nature provision addict sure commit feel good feel feel feel happier freer free free free feel freedom deep soul feel feel feel ocean have effortless swim sound wave make wanna sing world have ride life wonderful ride make wanna shout feel power deep soul feel feel feel soul feel feel feel	emotion
jack white	jack white on 'sunday driver'	2019	blues	friday acdc tame impala interpol steely alesso alabama shake ride azaelia bank fly lotus raekwon ghostface killah lykke snake caribou terje olsens stone natured squarepusher kiesza action gorgon city reverend horton heat esso mensa erol alkan kele cloud nothings key krates tong absoul haerts eagulls allahlas risk malinchak hopkins heldens hemsworth bjork desert punk band marques ghost saber tooth tiger rakas saturday white weeknd axwell ingrosso altj ratatat hozier flosstradamus religion sbtrkt twig creator father drug deorro jewel tycho faker kasabian drive like swan milky toro jungle world punx clean bandit glass animals blood wonderland gaslamp killer experience loco dice tenaglia antemasque parquet court gramatik light yellow claw tale yelle mcmahon phox stpaul break bone cashmere nortec collective present bostich fussible tourist booker koma perfume genius jamestown revival sun ruen brothers bixel boys weaver radkey coast ribbon break sunday machine kaskade guetta diamonds tantrums brand madeon stromae kygo odesza gesaffelstein circa survive desaparecidos solveig dumont demarco build spill panda kaytranada rhab stlucia dirty south tiger woods dubfire sturgill simpson chicano batman saint motel orwells crib tini klock night terrors	dark
camila cabello	havana	2017	pop	havana half heart havana take east nanana heart havana somethin bout manners havana walk doin come room say girls know forever minute summer night papa say malo feelin like know love leave feelin like tell nanananana havana half heart havana take east nanana heart havana heart havana havana graduate fresh campus fresh east manners  fresh east bump bumper like traffic quick girl like uncle shawty cravin eatin wait shawty cakin bacon history makin homie homie point blank close range cost million gettin mula baby havana half heart havana take east nanana heart havana heart havana havana nanana like nanana yeah babe like nanana yeah yeah like nanana yeah babe havana havana half heart havana yeah take east nanana heart havana heart havana havana nanana yeah nanana nanana nanana havana	sadness
korn	you'll never find me	2019	rock	life degrade silently make spin inside head spew crave darkness bait road death break watch fall come truth hide pain inside humiliate fall crave feed doubt heart sink fade feel save apart break watch fall come truth hide pain inside lose lose lose lose lose lose lose lose come truth hide pain inside lose lose lose lose come fine fine fine fine fine fine fine fine fine	sadness
jack white	everything you've ever learned	2018	blues	hello welcome learn bring hello welcome learn sponsor hello hello welcome learn bring want wish wanna open eye prepare surprise wanna question think good question wanna start watch burn wanna learn shut learn wanna learn shut shut shut learn shut shut	dark
alfa mist	door	2019	jazz	somthing corner hide beneath sunkissed sway tree vines look like braid moonlight light cars outside place vacant tonight turn thandle inside surprise fate open door hold reach hold reason doubt guide hideout thread lifeline drown light rest vacant early hours turn handle surprise fate open door hold reach hold fate open door hold reach hold hold hold hold	dark
black pistol fire	coattails	2017	blues	stay happen feel right late night things think haunt mind know escape eye stare stand grind deny gotta face close eye hide truth inside stand grind get stronger come closer world feel time face end life hold dear turn stand grind deny gotta face close eye hide truth inside stand grind know sure try stand grind stand grind deny gotta face ahah ahah close eye hide truth inside stand grind deny gotta face close eye hide truth inside stand grind	dark
spoon	no bullets spent	2019	rock	master return kind count step know door picture furthest escape mess go close eye master return kind count step know door picture lyric commercial	sadness
the strokes	oblivius	2016	rock	unchain midnight like think like sheep wall street unchain cause bank advice gonna runway think race highway look sideways stand stand stand stand unchain time know uptown unchain wait time pyjamas runway think play toy look boys stand stand stand stand like want long long long stay awake long generation head stand stand stand stand stand stand ohhhh	dark
